Report_Data_Extracted,PHU_Num,PHU,LTC_Homes_with_Active_Outbreak,LTC_Homes_with_Resolved_Outbreak,Confirmed_Active_LTC_Resident_Cases,Confirmed_Active_LTC_HCW_Cases,Total_LTC_Resident_Deaths,Total_LTC_HCW_Deaths
2020-10-26,2242,LAMBTON,1,5,0,2,10,0
2020-10-26,2243,"LEEDS,GRENVILLE,LANARK",1,5,0,1,35,0
2020-10-26,2244,MIDDLESEX-LONDON,9,7,1,8,9,1
2020-10-26,2246,NIAGARA,5,13,2,21,28,0
2020-10-26,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-10-26,2249,NORTHWESTERN,0,1,0,0,0,0
2020-10-26,2251,OTTAWA,16,9,56,43,240,3
2020-10-26,2253,PEEL,1,23,0,7,173,1
2020-10-26,2255,PETERBOROUGH,0,4,0,0,1,0
2020-10-26,2256,PORCUPINE,0,4,0,0,0,0
2020-10-26,2257,RENFREW,2,2,0,1,0,0
2020-10-26,2258,EASTERN ONTARIO,3,7,38,30,16,0
2020-10-26,2260,SIMCOE-MUSKOKA,3,10,31,16,33,0
2020-10-26,2261,SUDBURY,0,9,0,0,1,0
2020-10-26,2262,THUNDER BAY,0,1,0,0,0,0
2020-10-26,2263,TIMISKAMING,0,2,0,0,0,0
2020-10-26,2265,WATERLOO,2,17,1,1,79,0
2020-10-26,2266,WELLINGTON-DUFFERIN-GUELPH,1,8,0,1,18,0
2020-10-26,2268,WINDSOR-ESSEX,0,14,0,0,44,0
2020-10-26,2270,YORK REGION,9,13,29,24,162,0
2020-10-26,3895,TORONTO,20,60,213,117,881,3
2020-10-26,4913,SOUTH WEST,2,2,0,2,0,0
2020-10-26,5183,Huron Perth,0,6,0,0,4,0
2020-10-27,2226,ALGOMA,0,2,0,0,0,0
2020-10-27,2227,BRANT,1,5,0,1,23,0
2020-10-27,2230,DURHAM,3,12,1,4,133,0
2020-10-27,2233,GREY-BRUCE,0,7,0,0,0,0
2020-10-27,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-10-27,2235,HALIBURTON KAWARTHA PR,0,4,0,0,29,0
2020-10-27,2236,HALTON,4,10,18,12,5,0
2020-10-27,2237,HAMILTON,5,11,10,12,6,0
2020-10-27,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-10-27,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-10-27,2241,KINGSTON FRONTENAC L & A,0,4,0,0,0,0
2020-10-27,2242,LAMBTON,1,5,0,2,10,0
2020-10-27,2243,"LEEDS,GRENVILLE,LANARK",1,5,0,1,35,0
2020-10-27,2244,MIDDLESEX-LONDON,8,8,1,7,9,1
2020-10-27,2246,NIAGARA,5,13,2,21,28,0
2020-10-27,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-10-27,2249,NORTHWESTERN,0,1,0,0,0,0
2020-10-27,2251,OTTAWA,16,9,56,42,241,3
2020-10-27,2253,PEEL,2,22,0,3,173,1
2020-10-27,2255,PETERBOROUGH,0,4,0,0,1,0
2020-10-27,2256,PORCUPINE,0,4,0,0,0,0
2020-10-27,2257,RENFREW,3,2,0,2,0,0
2020-10-27,2258,EASTERN ONTARIO,3,7,38,30,16,0
2020-10-27,2260,SIMCOE-MUSKOKA,2,11,31,15,33,0
2020-10-27,2261,SUDBURY,0,9,0,0,1,0
2020-10-27,2262,THUNDER BAY,0,1,0,0,0,0
2020-10-27,2263,TIMISKAMING,0,2,0,0,0,0
2020-10-27,2265,WATERLOO,1,18,0,1,79,0
2020-10-27,2266,WELLINGTON-DUFFERIN-GUELPH,1,8,0,1,18,0
2020-10-27,2268,WINDSOR-ESSEX,0,14,0,0,44,0
2020-10-27,2270,YORK REGION,7,15,30,20,162,0
2020-10-27,3895,TORONTO,22,58,209,121,881,3
2020-10-27,4913,SOUTH WEST,2,2,0,2,0,0
2020-10-27,5183,Huron Perth,0,6,0,0,4,0
2020-10-28,2226,ALGOMA,0,2,0,0,0,0
2020-10-28,2227,BRANT,1,5,0,1,23,0
2020-10-28,2230,DURHAM,2,13,1,0,133,0
2020-10-28,2233,GREY-BRUCE,0,7,0,0,0,0
2020-10-28,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-10-28,2235,HALIBURTON KAWARTHA PR,0,4,0,0,29,0
2020-10-28,2236,HALTON,4,10,14,13,5,0
2020-10-28,2237,HAMILTON,5,11,10,12,6,0
2020-10-28,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-10-28,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-10-28,2241,KINGSTON FRONTENAC L & A,0,4,0,0,0,0
2020-10-28,2242,LAMBTON,1,5,0,2,10,0
2020-10-28,2243,"LEEDS,GRENVILLE,LANARK",1,5,0,1,35,0
2020-10-28,2244,MIDDLESEX-LONDON,7,9,1,7,9,1
2020-10-28,2246,NIAGARA,5,13,2,13,28,0
2020-10-28,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-10-28,2249,NORTHWESTERN,0,1,0,0,0,0
2020-10-28,2251,OTTAWA,16,9,58,42,243,3
2020-10-28,2253,PEEL,2,22,0,3,173,1
2020-10-28,2255,PETERBOROUGH,0,4,0,0,1,0
2020-10-28,2256,PORCUPINE,0,4,0,0,0,0
2020-10-28,2257,RENFREW,3,2,0,2,0,0
2020-10-28,2258,EASTERN ONTARIO,3,7,39,25,16,0
2020-10-28,2260,SIMCOE-MUSKOKA,2,11,31,15,33,0
2020-10-28,2261,SUDBURY,0,9,0,0,1,0
2020-10-28,2262,THUNDER BAY,0,1,0,0,0,0
2020-10-28,2263,TIMISKAMING,0,2,0,0,0,0
2020-10-28,2265,WATERLOO,1,18,0,1,79,0
2020-10-28,2266,WELLINGTON-DUFFERIN-GUELPH,0,9,0,0,18,0
2020-10-28,2268,WINDSOR-ESSEX,0,14,0,0,44,0
2020-10-28,2270,YORK REGION,6,16,34,20,162,0
2020-10-28,3895,TORONTO,22,59,229,124,883,3
2020-10-28,4913,SOUTH WEST,2,2,0,2,0,0
2020-10-28,5183,Huron Perth,0,6,0,0,4,0
2020-10-29,2226,ALGOMA,0,2,0,0,0,0
2020-10-29,2227,BRANT,1,5,0,1,23,0
2020-10-29,2230,DURHAM,1,14,1,0,133,0
2020-10-29,2233,GREY-BRUCE,0,7,0,0,0,0
2020-10-29,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-10-29,2235,HALIBURTON KAWARTHA PR,0,4,0,0,29,0
2020-10-29,2236,HALTON,3,11,14,13,5,0
2020-10-29,2237,HAMILTON,4,12,11,16,6,0
2020-10-29,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-10-29,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-10-29,2241,KINGSTON FRONTENAC L & A,1,3,1,1,0,0
2020-10-29,2242,LAMBTON,1,5,0,2,10,0
2020-10-29,2243,"LEEDS,GRENVILLE,LANARK",1,5,0,1,35,0
2020-10-29,2244,MIDDLESEX-LONDON,6,10,1,6,9,1
2020-10-29,2246,NIAGARA,5,13,2,13,28,0
2020-10-29,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-10-29,2249,NORTHWESTERN,0,1,0,0,0,0
2020-10-29,2251,OTTAWA,15,10,81,41,243,3
2020-10-29,2253,PEEL,2,22,0,4,173,1
2020-10-29,2255,PETERBOROUGH,0,4,0,0,1,0
2020-10-29,2256,PORCUPINE,0,4,0,0,0,0
2020-10-29,2257,RENFREW,3,2,0,2,0,0
2020-10-29,2258,EASTERN ONTARIO,3,7,39,25,16,0
2020-10-29,2260,SIMCOE-MUSKOKA,1,12,3,8,34,0
2020-10-29,2261,SUDBURY,0,9,0,0,1,0
2020-10-29,2262,THUNDER BAY,0,1,0,0,0,0
2020-10-29,2263,TIMISKAMING,0,2,0,0,0,0
2020-10-29,2265,WATERLOO,0,19,0,0,79,0
2020-10-29,2266,WELLINGTON-DUFFERIN-GUELPH,0,9,0,0,18,0
2020-10-29,2268,WINDSOR-ESSEX,0,14,0,0,44,0
2020-10-29,2270,YORK REGION,7,15,38,20,162,0
2020-10-29,3895,TORONTO,23,58,230,126,883,3
2020-10-29,4913,SOUTH WEST,1,3,0,1,0,0
2020-10-29,5183,Huron Perth,0,6,0,0,4,0
2020-10-30,2226,ALGOMA,0,2,0,0,0,0
2020-10-30,2227,BRANT,1,5,0,1,23,0
2020-10-30,2230,DURHAM,1,14,1,0,133,0
2020-10-30,2233,GREY-BRUCE,0,7,0,0,0,0
2020-10-30,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-10-30,2235,HALIBURTON KAWARTHA PR,0,4,0,0,29,0
2020-10-30,2236,HALTON,2,12,14,17,6,0
2020-10-30,2237,HAMILTON,4,12,11,16,6,0
2020-10-30,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-10-30,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-10-30,2241,KINGSTON FRONTENAC L & A,1,3,1,1,0,0
2020-10-30,2242,LAMBTON,0,6,0,0,10,0
2020-10-30,2243,"LEEDS,GRENVILLE,LANARK",1,5,0,1,35,0
2020-10-30,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-10-30,2246,NIAGARA,4,14,14,16,28,0
2020-10-30,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-10-30,2249,NORTHWESTERN,0,1,0,0,0,0
2020-10-30,2251,OTTAWA,14,11,81,39,244,3
2020-10-30,2253,PEEL,2,22,0,4,173,1
2020-10-30,2255,PETERBOROUGH,0,4,0,0,1,0
2020-10-30,2256,PORCUPINE,0,4,0,0,0,0
2020-10-30,2257,RENFREW,3,2,0,2,0,0
2020-10-30,2258,EASTERN ONTARIO,3,7,46,29,20,0
2020-10-30,2260,SIMCOE-MUSKOKA,1,12,3,8,34,0
2020-10-30,2261,SUDBURY,0,9,0,0,1,0
2020-10-30,2262,THUNDER BAY,0,1,0,0,0,0
2020-10-30,2263,TIMISKAMING,0,2,0,0,0,0
2020-10-30,2265,WATERLOO,0,19,0,0,79,0
2020-10-30,2266,WELLINGTON-DUFFERIN-GUELPH,0,9,0,0,18,0
2020-10-30,2268,WINDSOR-ESSEX,0,14,0,0,44,0
2020-10-30,2270,YORK REGION,7,15,38,20,162,0
2020-10-30,3895,TORONTO,22,59,247,116,888,3
2020-10-30,4913,SOUTH WEST,1,3,0,1,0,0
2020-10-30,5183,Huron Perth,0,6,0,0,4,0
2020-10-31,2226,ALGOMA,0,2,0,0,0,0
2020-10-31,2227,BRANT,1,5,0,1,23,0
2020-10-31,2230,DURHAM,1,14,1,0,133,0
2020-10-31,2233,GREY-BRUCE,0,7,0,0,0,0
2020-10-31,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-10-31,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-10-31,2236,HALTON,3,11,14,18,6,0
2020-10-31,2237,HAMILTON,4,12,20,18,6,0
2020-10-31,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-10-31,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-10-31,2241,KINGSTON FRONTENAC L & A,1,3,1,1,0,0
2020-10-31,2242,LAMBTON,0,6,0,0,10,0
2020-10-31,2243,"LEEDS,GRENVILLE,LANARK",1,5,0,1,35,0
2020-10-31,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-10-31,2246,NIAGARA,5,13,14,17,29,0
2020-10-31,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-10-31,2249,NORTHWESTERN,0,1,0,0,0,0
2020-10-31,2251,OTTAWA,14,11,125,50,246,3
2020-10-31,2253,PEEL,2,22,0,6,173,1
2020-10-31,2255,PETERBOROUGH,0,4,0,0,1,0
2020-10-31,2256,PORCUPINE,0,4,0,0,0,0
2020-10-31,2257,RENFREW,3,2,0,2,0,0
2020-10-31,2258,EASTERN ONTARIO,3,7,46,29,20,0
2020-10-31,2260,SIMCOE-MUSKOKA,1,12,3,8,34,0
2020-10-31,2261,SUDBURY,0,9,0,0,1,0
2020-10-31,2262,THUNDER BAY,0,1,0,0,0,0
2020-10-31,2263,TIMISKAMING,0,2,0,0,0,0
2020-10-31,2265,WATERLOO,0,19,0,0,79,0
2020-10-31,2266,WELLINGTON-DUFFERIN-GUELPH,0,9,0,0,18,0
2020-10-31,2268,WINDSOR-ESSEX,0,14,0,0,44,0
2020-10-31,2270,YORK REGION,7,15,39,23,162,0
2020-10-31,3895,TORONTO,21,60,245,124,890,3
2020-10-31,4913,SOUTH WEST,1,3,0,1,0,0
2020-10-31,5183,Huron Perth,0,6,0,0,4,0
2020-11-01,2226,ALGOMA,0,2,0,0,0,0
2020-11-01,2227,BRANT,1,5,0,1,23,0
2020-11-01,2230,DURHAM,1,14,1,0,133,0
2020-11-01,2233,GREY-BRUCE,0,7,0,0,0,0
2020-11-01,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-11-01,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-11-01,2236,HALTON,4,10,14,19,6,0
2020-11-01,2237,HAMILTON,5,12,20,19,6,0
2020-11-01,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-11-01,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-11-01,2241,KINGSTON FRONTENAC L & A,1,3,1,1,0,0
2020-11-01,2242,LAMBTON,0,6,0,0,10,0
2020-11-01,2243,"LEEDS,GRENVILLE,LANARK",2,4,0,2,35,0
2020-11-01,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-11-01,2246,NIAGARA,5,13,18,19,31,0
2020-11-01,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-11-01,2249,NORTHWESTERN,0,1,0,0,0,0
2020-11-01,2251,OTTAWA,14,11,108,53,248,3
2020-11-01,2253,PEEL,3,21,0,7,173,1
2020-11-01,2255,PETERBOROUGH,0,4,0,0,1,0
2020-11-01,2256,PORCUPINE,0,4,0,0,0,0
2020-11-01,2257,RENFREW,3,2,0,2,0,0
2020-11-01,2258,EASTERN ONTARIO,3,7,46,29,20,0
2020-11-01,2260,SIMCOE-MUSKOKA,1,12,3,8,34,0
2020-11-01,2261,SUDBURY,0,9,0,0,1,0
2020-11-01,2262,THUNDER BAY,0,1,0,0,0,0
2020-11-01,2263,TIMISKAMING,0,2,0,0,0,0
2020-11-01,2265,WATERLOO,0,19,0,0,79,0
2020-11-01,2266,WELLINGTON-DUFFERIN-GUELPH,0,9,0,0,18,0
2020-11-01,2268,WINDSOR-ESSEX,0,14,0,0,44,0
2020-11-01,2270,YORK REGION,7,15,41,24,162,0
2020-11-01,3895,TORONTO,21,60,249,128,890,3
2020-11-01,4913,SOUTH WEST,1,3,0,1,0,0
2020-11-01,5183,Huron Perth,0,6,0,0,4,0
2020-11-02,2226,ALGOMA,0,2,0,0,0,0
2020-11-02,2227,BRANT,1,5,0,1,23,0
2020-11-02,2230,DURHAM,1,14,1,0,133,0
2020-11-02,2233,GREY-BRUCE,0,7,0,0,0,0
2020-11-02,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-11-02,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-11-02,2236,HALTON,4,10,24,24,6,0
2020-11-02,2237,HAMILTON,5,13,21,19,6,0
2020-11-02,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-11-02,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-11-02,2241,KINGSTON FRONTENAC L & A,1,3,1,1,0,0
2020-11-02,2242,LAMBTON,0,6,0,0,10,0
2020-11-02,2243,"LEEDS,GRENVILLE,LANARK",2,4,0,2,35,0
2020-11-02,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-11-02,2246,NIAGARA,6,12,19,25,31,0
2020-11-02,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-11-02,2249,NORTHWESTERN,0,1,0,0,0,0
2020-11-02,2251,OTTAWA,13,12,113,52,249,3
2020-11-02,2253,PEEL,4,20,2,10,173,1
2020-11-02,2255,PETERBOROUGH,0,4,0,0,1,0
2020-11-02,2256,PORCUPINE,0,4,0,0,0,0
2020-11-02,2257,RENFREW,3,2,0,2,0,0
2020-11-02,2258,EASTERN ONTARIO,3,7,46,29,20,0
2020-11-02,2260,SIMCOE-MUSKOKA,1,12,3,8,34,0
2020-11-02,2261,SUDBURY,0,9,0,0,1,0
2020-11-02,2262,THUNDER BAY,0,1,0,0,0,0
2020-11-02,2263,TIMISKAMING,0,2,0,0,0,0
2020-11-02,2265,WATERLOO,0,19,0,0,79,0
2020-11-02,2266,WELLINGTON-DUFFERIN-GUELPH,0,9,0,0,18,0
2020-11-02,2268,WINDSOR-ESSEX,1,14,2,1,44,0
2020-11-02,2270,YORK REGION,6,16,42,21,162,0
2020-11-02,3895,TORONTO,20,61,255,128,893,3
2020-11-02,4913,SOUTH WEST,1,3,0,1,0,0
2020-11-02,5183,Huron Perth,0,6,0,0,4,0
2020-11-03,2226,ALGOMA,0,2,0,0,0,0
2020-11-03,2227,BRANT,0,6,0,0,23,0
2020-11-03,2230,DURHAM,1,14,1,0,133,0
2020-11-03,2233,GREY-BRUCE,0,7,0,0,0,0
2020-11-03,2234,HALDIMAND-NORFOLK,0,6,0,0,0,0
2020-11-03,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-11-03,2236,HALTON,4,10,29,25,6,0
2020-11-03,2237,HAMILTON,4,14,21,18,6,0
2020-11-03,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-11-03,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-11-03,2241,KINGSTON FRONTENAC L & A,1,3,1,1,0,0
2020-11-03,2242,LAMBTON,0,6,0,0,10,0
2020-11-03,2243,"LEEDS,GRENVILLE,LANARK",2,4,0,2,35,0
2020-11-03,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-11-03,2246,NIAGARA,6,12,18,22,31,0
2020-11-03,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-11-03,2249,NORTHWESTERN,0,1,0,0,0,0
2020-11-03,2251,OTTAWA,13,12,111,43,249,3
2020-11-03,2253,PEEL,6,18,2,12,173,1
2020-11-03,2255,PETERBOROUGH,1,3,0,1,1,0
2020-11-03,2256,PORCUPINE,0,4,0,0,0,0
2020-11-03,2257,RENFREW,3,2,0,1,0,0
2020-11-03,2258,EASTERN ONTARIO,3,7,24,23,20,0
2020-11-03,2260,SIMCOE-MUSKOKA,1,12,3,5,34,0
2020-11-03,2261,SUDBURY,0,9,0,0,1,0
2020-11-03,2262,THUNDER BAY,0,1,0,0,0,0
2020-11-03,2263,TIMISKAMING,0,2,0,0,0,0
2020-11-03,2265,WATERLOO,1,18,0,1,79,0
2020-11-03,2266,WELLINGTON-DUFFERIN-GUELPH,1,8,0,1,18,0
2020-11-03,2268,WINDSOR-ESSEX,1,14,2,1,44,0
2020-11-03,2270,YORK REGION,7,15,43,23,163,0
2020-11-03,3895,TORONTO,23,58,229,118,899,3
2020-11-03,4913,SOUTH WEST,1,3,0,1,0,0
2020-11-03,5183,Huron Perth,0,6,0,0,4,0
2020-11-04,2226,ALGOMA,0,2,0,0,0,0
2020-11-04,2227,BRANT,0,6,0,0,23,0
2020-11-04,2230,DURHAM,1,14,1,0,133,0
2020-11-04,2233,GREY-BRUCE,0,7,0,0,0,0
2020-11-04,2234,HALDIMAND-NORFOLK,1,6,0,3,0,0
2020-11-04,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-11-04,2236,HALTON,5,9,29,26,7,0
2020-11-04,2237,HAMILTON,4,14,23,18,6,0
2020-11-04,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-11-04,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-11-04,2241,KINGSTON FRONTENAC L & A,1,3,1,0,0,0
2020-11-04,2242,LAMBTON,0,6,0,0,10,0
2020-11-04,2243,"LEEDS,GRENVILLE,LANARK",2,4,0,2,35,0
2020-11-04,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-11-04,2246,NIAGARA,6,12,18,22,31,0
2020-11-04,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-11-04,2249,NORTHWESTERN,0,1,0,0,0,0
2020-11-04,2251,OTTAWA,12,13,97,42,249,3
2020-11-04,2253,PEEL,6,18,2,12,173,1
2020-11-04,2255,PETERBOROUGH,1,3,0,1,1,0
2020-11-04,2256,PORCUPINE,0,4,0,0,0,0
2020-11-04,2257,RENFREW,3,2,0,1,0,0
2020-11-04,2258,EASTERN ONTARIO,3,7,23,21,21,0
2020-11-04,2260,SIMCOE-MUSKOKA,1,12,3,5,34,0
2020-11-04,2261,SUDBURY,0,9,0,0,1,0
2020-11-04,2262,THUNDER BAY,0,1,0,0,0,0
2020-11-04,2263,TIMISKAMING,0,2,0,0,0,0
2020-11-04,2265,WATERLOO,2,17,0,2,79,0
2020-11-04,2266,WELLINGTON-DUFFERIN-GUELPH,1,8,0,1,18,0
2020-11-04,2268,WINDSOR-ESSEX,1,14,4,2,44,0
2020-11-04,2270,YORK REGION,7,15,34,20,165,0
2020-11-04,3895,TORONTO,25,56,286,136,901,3
2020-11-04,4913,SOUTH WEST,1,3,0,1,0,0
2020-11-04,5183,Huron Perth,0,6,0,0,4,0
2020-11-05,2226,ALGOMA,0,2,0,0,0,0
2020-11-05,2227,BRANT,0,6,0,0,23,0
2020-11-05,2230,DURHAM,0,15,0,0,133,0
2020-11-05,2233,GREY-BRUCE,0,7,0,0,0,0
2020-11-05,2234,HALDIMAND-NORFOLK,1,6,0,3,0,0
2020-11-05,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-11-05,2236,HALTON,5,9,29,26,7,0
2020-11-05,2237,HAMILTON,3,15,21,18,6,0
2020-11-05,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-11-05,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-11-05,2241,KINGSTON FRONTENAC L & A,1,3,1,0,0,0
2020-11-05,2242,LAMBTON,0,6,0,0,10,0
2020-11-05,2243,"LEEDS,GRENVILLE,LANARK",2,4,0,2,35,0
2020-11-05,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-11-05,2246,NIAGARA,8,10,17,24,31,0
2020-11-05,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-11-05,2249,NORTHWESTERN,0,1,0,0,0,0
2020-11-05,2251,OTTAWA,11,14,90,40,251,3
2020-11-05,2253,PEEL,5,19,5,12,173,1
2020-11-05,2255,PETERBOROUGH,1,3,0,1,1,0
2020-11-05,2256,PORCUPINE,0,4,0,0,0,0
2020-11-05,2257,RENFREW,3,2,0,1,0,0
2020-11-05,2258,EASTERN ONTARIO,2,8,22,19,21,0
2020-11-05,2260,SIMCOE-MUSKOKA,1,12,4,5,34,0
2020-11-05,2261,SUDBURY,0,9,0,0,1,0
2020-11-05,2262,THUNDER BAY,0,1,0,0,0,0
2020-11-05,2263,TIMISKAMING,0,2,0,0,0,0
2020-11-05,2265,WATERLOO,2,17,0,2,79,0
2020-11-05,2266,WELLINGTON-DUFFERIN-GUELPH,1,8,0,1,18,0
2020-11-05,2268,WINDSOR-ESSEX,1,14,4,3,44,0
2020-11-05,2270,YORK REGION,6,16,47,19,165,0
2020-11-05,3895,TORONTO,26,55,280,137,909,3
2020-11-05,4913,SOUTH WEST,1,3,0,1,0,0
2020-11-05,5183,Huron Perth,0,6,0,0,4,0
2020-11-06,2226,ALGOMA,0,2,0,0,0,0
2020-11-06,2227,BRANT,0,6,0,0,23,0
2020-11-06,2230,DURHAM,0,15,0,0,133,0
2020-11-06,2233,GREY-BRUCE,0,7,0,0,0,0
2020-11-06,2234,HALDIMAND-NORFOLK,1,6,0,3,0,0
2020-11-06,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-11-06,2236,HALTON,5,9,43,31,8,0
2020-11-06,2237,HAMILTON,5,14,25,22,6,0
2020-11-06,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-11-06,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-11-06,2241,KINGSTON FRONTENAC L & A,1,3,1,0,0,0
2020-11-06,2242,LAMBTON,0,6,0,0,10,0
2020-11-06,2243,"LEEDS,GRENVILLE,LANARK",2,4,0,2,35,0
2020-11-06,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-11-06,2246,NIAGARA,8,10,17,24,31,0
2020-11-06,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-11-06,2249,NORTHWESTERN,0,1,0,0,0,0
2020-11-06,2251,OTTAWA,11,14,84,50,255,3
2020-11-06,2253,PEEL,6,19,8,17,173,1
2020-11-06,2255,PETERBOROUGH,1,3,0,1,1,0
2020-11-06,2256,PORCUPINE,0,4,0,0,0,0
2020-11-06,2257,RENFREW,2,3,0,1,0,0
2020-11-06,2258,EASTERN ONTARIO,2,8,21,15,21,0
2020-11-06,2260,SIMCOE-MUSKOKA,2,11,4,6,34,0
2020-11-06,2261,SUDBURY,0,9,0,0,1,0
2020-11-06,2262,THUNDER BAY,0,1,0,0,0,0
2020-11-06,2263,TIMISKAMING,0,2,0,0,0,0
2020-11-06,2265,WATERLOO,2,17,0,3,79,0
2020-11-06,2266,WELLINGTON-DUFFERIN-GUELPH,2,7,0,2,18,0
2020-11-06,2268,WINDSOR-ESSEX,1,14,4,4,44,0
2020-11-06,2270,YORK REGION,6,16,47,19,165,0
2020-11-06,3895,TORONTO,27,54,331,157,913,3
2020-11-06,4913,SOUTH WEST,1,3,0,1,0,0
2020-11-06,5183,Huron Perth,0,6,0,0,4,0
2020-11-07,2226,ALGOMA,0,2,0,0,0,0
2020-11-07,2227,BRANT,0,6,0,0,23,0
2020-11-07,2230,DURHAM,0,15,0,0,133,0
2020-11-07,2233,GREY-BRUCE,0,7,0,0,0,0
2020-11-07,2234,HALDIMAND-NORFOLK,1,6,0,3,0,0
2020-11-07,2235,HALIBURTON KAWARTHA PR,1,4,0,1,29,0
2020-11-07,2236,HALTON,4,10,43,30,8,0
2020-11-07,2237,HAMILTON,6,13,26,23,6,0
2020-11-07,2238,HASTINGS PRINCE EDWARD,0,5,0,0,3,0
2020-11-07,2240,CHATHAM-KENT,0,1,0,0,0,0
2020-11-07,2241,KINGSTON FRONTENAC L & A,1,3,1,0,0,0
2020-11-07,2242,LAMBTON,0,6,0,0,10,0
2020-11-07,2243,"LEEDS,GRENVILLE,LANARK",2,4,0,2,35,0
2020-11-07,2244,MIDDLESEX-LONDON,5,11,1,4,9,1
2020-11-07,2246,NIAGARA,8,10,14,21,34,0
2020-11-07,2247,NORTH BAY-PARRY SOUND,0,4,0,0,0,0
2020-11-07,2249,NORTHWESTERN,0,1,0,0,0,0
2020-11-07,2251,OTTAWA,9,16,91,52,255,3
2020-11-07,2253,PEEL,8,17,9,18,173,1
2020-11-07,2255,PETERBOROUGH,1,3,0,1,1,0
2020-11-07,2256,PORCUPINE,0,4,0,0,0,0
2020-11-07,2257,RENFREW,2,3,0,2,0,0
2020-11-07,2258,EASTERN ONTARIO,2,8,20,8,22,0
2020-11-07,2260,SIMCOE-MUSKOKA,2,11,4,6,34,0
2020-11-07,2261,SUDBURY,0,9,0,0,1,0
2020-11-07,2262,THUNDER BAY,0,1,0,0,0,0
2020-11-07,2263,TIMISKAMING,0,2,0,0,0,0
2020-11-07,2265,WATERLOO,1,18,0,2,79,0
2020-11-07,2266,WELLINGTON-DUFFERIN-GUELPH,2,7,0,2,18,0
2020-11-07,2268,WINDSOR-ESSEX,2,13,4,6,44,0
2020-11-07,2270,YORK REGION,6,16,47,19,165,0
